0 -311.000000 690.000000 104.000000 1300 1 1300 1300 1300 0 10000 0
1 123.000000 465.000000 104.000000 3 0 2 4 8 0 10000 0
2 -19.000000 333.000000 104.000000 1 65 6 1300 1300 0 10000 0
3 171.000000 722.000000 104.000000 1300 1 1300 1300 1300 0 10000 0
4 231.000000 120.000000 104.000000 1 5 6 1300 1300 0 10000 0
5 -56.000000 127.000000 104.000000 4 1300 1300 1300 1300 0 10000 0
6 462.000000 486.000000 104.000000 4 2 7 1300 1300 0 10000 0
7 825.000000 409.000000 104.000000 6 1300 1300 1300 1300 0 10000 0
8 756.000000 536.000000 335.000000 1 9 10 1300 1300 0 10000 0
9 726.000000 82.000000 335.000000 8 1300 1300 1300 1300 0 10000 0
10 575.000000 595.000000 320.000000 8 11 1300 1300 1300 0 10000 0
11 83.000000 613.000000 320.000000 10 12 1300 1300 1300 0 10000 0
12 60.000000 66.000000 376.000000 65 20 13 11 1300 0 10000 0
13 -343.000000 191.000000 376.000000 12 14 1300 1300 1300 0 10000 0
14 -323.000000 663.000000 464.000000 13 15 1300 1300 1300 0 10000 0
15 -104.000000 782.000000 464.000000 14 16 1300 1300 1300 0 10000 0
16 349.000000 751.000000 536.000000 15 17 1300 1300 1300 0 10000 0
17 440.000000 591.000000 536.000000 16 18 1300 1300 1300 0 10000 0
18 656.000000 591.000000 536.000000 17 21 1300 1300 1300 0 10000 0
19 642.000000 122.000000 536.000000 21 20 1300 1300 1300 0 10000 0
20 106.000000 53.000000 573.000000 12 19 1300 1300 1300 0 10000 0
21 671.000000 319.000000 536.000000 18 19 22 1300 1300 0 10000 0
22 887.000000 644.000000 536.000000 21 66 1300 1300 1300 0 10000 0
23 763.000000 1376.000000 539.000000 66 24 1300 1300 1300 0 10000 0
24 482.000000 1343.000000 539.000000 23 25 66 1300 1300 0 10000 0
25 384.000000 1349.000000 336.000000 24 1300 1300 1300 1300 0 10000 0
26 416.000000 1665.000000 104.000000 27 30 1300 1300 1300 0 10000 0
27 862.000000 1355.000000 104.000000 60 26 59 33 1300 0 10000 0
28 131.000000 1059.000000 104.000000 29 64 1300 1300 1300 0 10000 0
29 -257.000000 1371.000000 104.000000 30 28 1300 1300 1300 0 10000 0
30 29.000000 1781.000000 104.000000 26 29 1300 1300 1300 0 10000 0
31 842.000000 1773.000000 335.000000 1300 1300 1300 1300 1300 0 10000 0
32 746.000000 1355.000000 335.000000 1300 1300 1300 1300 1300 0 10000 0
33 868.000000 2032.000000 104.000000 27 35 1300 1300 1300 0 10000 0
34 517.000000 2246.000000 104.000000 35 36 37 41 1300 0 10000 0
35 604.000000 2358.000000 104.000000 33 34 39 1300 1300 0 10000 0
36 462.000000 1997.000000 104.000000 34 1300 1300 1300 1300 0 10000 0
37 321.000000 2537.000000 104.000000 34 38 39 1300 1300 0 10000 0
38 631.000000 2546.000000 104.000000 37 1300 1300 1300 1300 0 10000 0
39 87.000000 2200.000000 104.000000 37 40 35 1300 1300 0 10000 0
40 -259.000000 2301.000000 104.000000 39 1300 1300 1300 1300 0 10000 0
41 -183.000000 2167.000000 335.000000 43 44 45 34 1300 0 10000 0
42 -349.000000 1937.000000 335.000000 62 43 1300 1300 1300 0 10000 0
43 -208.000000 1950.000000 335.000000 42 41 1300 1300 1300 0 10000 0
44 -132.000000 2642.000000 335.000000 41 1300 1300 1300 1300 0 10000 0
45 -12.000000 2098.000000 320.000000 41 46 1300 1300 1300 0 10000 0
46 501.000000 2095.000000 320.000000 45 47 1300 1300 1300 0 10000 0
47 514.000000 2632.000000 376.000000 46 48 56 1300 1300 0 10000 0
48 935.000000 2480.000000 376.000000 47 49 1300 1300 1300 0 10000 0
49 925.000000 2057.000000 464.000000 48 50 1300 1300 1300 0 10000 0
50 692.000000 1906.000000 464.000000 49 51 1300 1300 1300 0 10000 0
51 285.000000 1936.000000 536.000000 50 52 1300 1300 1300 0 10000 0
52 146.000000 2098.000000 536.000000 51 53 1300 1300 1300 0 10000 0
53 -72.000000 2102.000000 544.000000 52 54 1300 1300 1300 0 10000 0
54 -95.000000 2323.000000 536.000000 53 55 57 1300 1300 0 10000 0
55 -84.000000 2589.000000 536.000000 54 56 1300 1300 1300 0 10000 0
56 451.000000 2578.000000 536.000000 55 47 1300 1300 1300 0 10000 0
57 -318.000000 2123.000000 536.000000 54 58 1300 1300 1300 0 10000 0
58 -253.000000 1409.000000 539.000000 57 59 1300 1300 1300 0 10000 0
59 109.000000 1356.000000 539.000000 58 27 1300 1300 1300 0 10000 0
60 285.000000 1356.000000 360.000000 27 1300 1300 1300 1300 0 10000 0
61 182.000000 1360.000000 336.000000 1300 1300 1300 1300 1300 0 10000 0
62 -139.000000 1374.000000 335.000000 63 42 1300 1300 1300 0 10000 0
63 -170.000000 924.000000 335.000000 64 62 1300 1300 1300 0 10000 0
64 528.000000 913.000000 104.000000 28 63 1300 1300 1300 0 10000 0
65 -17.000000 324.000000 446.000000 12 2 1300 1300 1300 0 10000 0
66 899.000000 850.000000 566.000000 22 24 23 1300 1300 0 10000 0
