0 2150.000000 -183.000000 1608.000000 5 6 7 1300 1300 0 10000 0
1 2150.000000 -329.000000 1608.000000 6 5 7 8 1300 0 10000 0
2 2150.000000 -492.000000 1608.000000 7 9 8 6 5 0 10000 0
3 2150.000000 -640.000000 1608.000000 8 9 7 6 1300 0 10000 0
4 2150.000000 -794.000000 1608.000000 9 8 7 1300 1300 0 10000 0
5 1400.000000 -174.000000 1688.000000 14 13 12 1300 1300 0 10000 0
6 1400.000000 -343.000000 1675.000000 13 14 12 1300 1300 0 10000 0
7 1400.000000 -502.000000 1672.000000 12 13 11 1300 1300 0 10000 0
8 1400.000000 -641.000000 1685.000000 11 12 10 1300 1300 0 10000 0
9 1400.000000 -789.000000 1679.000000 10 11 12 1300 1300 0 10000 0
10 800.000000 -784.000000 1759.000000 9 8 1300 1300 1300 0 10000 0
11 800.000000 -621.000000 1742.000000 8 7 9 1300 1300 0 10000 0
12 800.000000 -463.000000 1736.000000 7 6 8 1300 1300 0 10000 0
13 800.000000 -316.000000 1730.000000 6 5 7 1300 1300 0 10000 0
14 800.000000 -146.000000 1725.000000 5 6 1300 1300 1300 0 10000 0
